codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
mojette-nonsys,4+2,16777216,4,2890,20487,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
rs,8+2,16777216,4,2463,2037,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-sys,8+2,16777216,4,2184,2114,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-nonsys,8+2,16777216,4,2569,46943,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
plain,1+0,16777216,5,5385,5354,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
stripe,10+0,16777216,5,6007,5838,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,simd
rs,4+2,16777216,5,2989,2355,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-sys,4+2,16777216,5,2654,2410,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-nonsys,4+2,16777216,5,2815,20582,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
rs,8+2,16777216,5,2508,2014,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-sys,8+2,16777216,5,2209,2161,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
mojette-nonsys,8+2,16777216,5,2483,47083,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,16384,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,44,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,65536,1,81,82,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,1,62,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,65536,1,56,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,1,60,124,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,65536,1,54,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,65536,1,68,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,1,70,419,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,65536,2,46,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,65536,2,74,100,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,2,54,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,65536,2,53,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,2,59,130,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,65536,2,52,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,65536,2,58,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,2,73,426,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,65536,3,54,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,65536,3,80,80,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,3,62,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,65536,3,59,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,3,48,128,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,65536,3,60,70,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,65536,3,68,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,3,63,435,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,65536,4,45,58,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,65536,4,74,82,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,4,61,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,65536,4,62,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,4,63,131,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,65536,4,49,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,65536,4,59,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,4,72,424,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,65536,5,43,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,65536,5,80,81,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,5,60,48,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,65536,5,55,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,65536,5,61,131,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,65536,5,50,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,65536,5,58,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,65536,5,63,427,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,262144,1,102,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,262144,1,163,153,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,1,95,89,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,262144,1,80,87,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,262144,1,91,384,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,262144,1,64,79,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,262144,1,80,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,262144,1,80,784,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,262144,2,109,120,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,262144,2,156,154,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,2,82,85,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,262144,2,90,92,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,262144,2,92,353,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,262144,2,78,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,262144,2,81,105,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,262144,2,76,780,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,262144,3,114,116,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,262144,3,153,136,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,3,91,93,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,262144,3,89,85,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,262144,3,92,400,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,262144,3,68,83,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,262144,3,84,85,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,262144,3,78,787,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,262144,4,105,125,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,262144,4,156,153,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,4,96,88,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,262144,4,90,92,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,262144,4,96,362,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,262144,4,72,95,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,262144,4,73,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,262144,4,90,794,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,262144,5,105,113,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,262144,5,148,153,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,5,95,87,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,262144,5,94,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,262144,5,94,355,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,262144,5,82,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,262144,5,86,84,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,262144,5,90,797,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,1048576,1,365,371,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,1048576,1,432,449,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,1,242,206,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,1048576,1,215,203,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,1048576,1,221,1355,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,1048576,1,181,178,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,1048576,1,191,181,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,1048576,1,205,3064,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,1048576,2,349,373,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,1048576,2,432,423,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,2,220,200,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,1048576,2,214,210,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,1048576,2,221,1307,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,1048576,2,202,175,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,1048576,2,188,188,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,1048576,2,192,3013,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,1048576,3,372,396,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,1048576,3,419,426,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,3,220,188,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,1048576,3,200,195,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,1048576,3,213,1298,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,1048576,3,180,182,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,1048576,3,164,175,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,1048576,3,201,3000,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,1048576,4,368,366,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,1048576,4,439,444,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,4,223,209,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,1048576,4,209,206,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,1048576,4,236,1345,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,1048576,4,191,174,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,1048576,4,192,181,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,1048576,4,203,3017,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,1048576,5,365,383,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,1048576,5,444,417,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,5,224,199,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,1048576,5,204,206,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,1048576,5,224,1347,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,1048576,5,191,171,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,1048576,5,197,192,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,1048576,5,195,3034,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,4194304,1,1360,1345,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,4194304,1,1552,1506,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,1,747,637,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,4194304,1,673,652,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,4194304,1,710,5216,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,4194304,1,630,524,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,4194304,1,568,549,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,4194304,1,684,11826,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,4194304,2,1365,1384,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,4194304,2,1573,1515,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,2,760,630,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,4194304,2,691,665,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,4194304,2,737,5253,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,4194304,2,651,530,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,4194304,2,589,570,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,4194304,2,680,11909,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,4194304,3,1337,1333,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,4194304,3,1572,1525,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,3,763,621,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,4194304,3,683,679,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,4194304,3,719,5205,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,4194304,3,657,534,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,4194304,3,591,557,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,4194304,3,660,12178,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,4194304,4,1349,1348,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,4194304,4,1572,1537,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,4,771,633,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,4194304,4,673,664,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,4194304,4,749,5178,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,4194304,4,663,541,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,4194304,4,576,557,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,4194304,4,649,12073,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,4194304,5,1388,1354,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,4194304,5,1523,1545,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,5,734,630,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,4194304,5,671,640,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,4194304,5,698,5214,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
rs,8+2,4194304,5,662,564,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,8+2,4194304,5,574,557,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,8+2,4194304,5,657,11971,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
plain,1+0,16777216,1,5375,5381,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
stripe,10+0,16777216,1,5950,5832,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,16777216,1,2862,2353,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-sys,4+2,16777216,1,2521,2543,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
mojette-nonsys,4+2,16777216,1,2654,20726,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),16384,scalar
